time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-08-22T12:43:18.775Z,58.1078,-154.5131,75.9,2.5,ml,,,,0.51,ak,ak021ar75o36,2021-08-22T13:02:00.040Z,"60 km N of Karluk, Alaska",earthquake,,0.6,,,automatic,ak,ak
2021-08-22T12:36:41.359Z,-57.1095,-25.2969,58.18,4.9,mb,,93,6.929,0.63,us,us6000f9n7,2021-08-22T12:55:46.040Z,"South Sandwich Islands region",earthquake,12.2,8,0.073,60,reviewed,us,us
2021-08-22T12:27:32.920Z,17.9638,-66.9631,9,2.75,md,20,186,0.0813,0.14,pr,pr2021234007,2021-08-22T13:28:00.110Z,"5 km WSW of Fuig, Puerto Rico",earthquake,0.36,0.66,0.32,15,reviewed,pr,pr
2021-08-22T12:22:03.724Z,22.2735,94.7112,121,4.6,mb,,75,1.091,0.72,us,us6000f9n1,2021-08-22T12:39:56.040Z,"47 km WNW of Monywa, Myanmar",earthquake,6.6,6.9,0.098,31,reviewed,us,us
2021-08-22T11:52:02.378Z,23.1902,120.587,14.34,4.4,mb,,50,0.116,0.75,us,us6000f9mp,2021-08-22T12:08:32.040Z,"Taiwan",earthquake,2.9,3.2,0.111,23,reviewed,us,us
2021-08-22T11:46:08.892Z,51.2675,-178.299,35,4.1,ml,,220,0.548,0.25,us,us6000f9v6,2021-08-23T05:15:39.040Z,"133 km WSW of Adak, Alaska",earthquake,3.6,2,0.115,14,reviewed,us,us
2021-08-22T11:45:04.098Z,51.4741,-178.3473,53.64,4.9,mb,,138,0.448,0.9,us,us6000f9mn,2021-08-22T22:57:13.076Z,"126 km WSW of Adak, Alaska",earthquake,5.6,6.2,0.025,491,reviewed,us,us
2021-08-22T11:37:48.452Z,59.1558,-136.2162,7,3.2,ml,,,,0.77,ak,ak021ar6j0f4,2021-08-25T07:46:13.358Z,"31 km SSW of Covenant Life, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2021-08-22T11:20:30.144Z,-57.4948,-25.1606,45.4,4.6,mb,,101,7.135,0.73,us,us6000f9me,2021-08-22T11:38:36.040Z,"South Sandwich Islands region",earthquake,10.2,8.7,0.099,31,reviewed,us,us
2021-08-22T11:11:44.930Z,19.2121666666667,-155.4705,35.68,2.56,ml,51,95,,0.13,hv,hv72660672,2021-08-23T23:44:48.200Z,"1 km NE of P?hala, Hawaii",earthquake,0.43,0.55,0.171436745261627,32,reviewed,hv,hv
2021-08-22T11:07:24.487Z,1.3847,120.827,36.81,4.5,mb,,89,0.275,0.61,us,us6000f9mb,2021-08-22T11:41:06.040Z,"265 km WNW of Gorontalo, Indonesia",earthquake,7.4,7.5,0.115,26,reviewed,us,us
2021-08-22T10:58:20.720Z,-29.4251,-175.1621,10,4.8,mb,,125,9.773,0.41,us,us6000f9m5,2021-08-22T11:32:06.040Z,"Kermadec Islands region",earthquake,12.9,1.9,0.118,23,reviewed,us,us
2021-08-22T10:42:51.750Z,36.687,-97.691,5,3.55,ml,82,49,0,0.2,ok,ok2021qknk,2021-08-26T19:11:58.556Z,"9 km ESE of Jefferson, Oklahoma",earthquake,,0.4,0.23,34,reviewed,ok,ok
2021-08-22T10:40:56.410Z,17.9523,-66.7388,9,2.96,md,21,186,0.1605,0.08,pr,pr2021234006,2021-08-22T12:20:00.040Z,"5 km SSW of Tallaboa, Puerto Rico",earthquake,0.38,0.33,0.29,19,reviewed,pr,pr
2021-08-22T08:59:48.055Z,1.8863,97.8125,57.12,4.5,mb,,114,0.625,0.39,us,us6000f9lm,2021-08-22T09:26:21.040Z,"44 km S of Singkil, Indonesia",earthquake,6.4,7.6,0.093,34,reviewed,us,us
2021-08-22T08:51:05.045Z,-40.4844,-91.7856,10,4.7,mb,,102,13.876,0.66,us,us6000f9ll,2021-08-22T09:16:35.040Z,"West Chile Rise",earthquake,11.4,1.6,0.066,69,reviewed,us,us
2021-08-22T08:28:10.249Z,-8.3539,-74.3764,159.75,5,mb,,81,1.767,0.82,us,us6000f9la,2021-08-25T07:25:56.789Z,"18 km ENE of San Fernando, Peru",earthquake,6.9,6.1,0.022,643,reviewed,us,us
2021-08-22T07:45:42.910Z,18.4628,-66.2571,99,3.51,md,20,185,0.2319,0.21,pr,pr2021234005,2021-08-23T07:47:27.773Z,"1 km ENE of Dorado, Puerto Rico",earthquake,1.29,0.68,0.06,14,reviewed,pr,pr
2021-08-22T07:13:30.686Z,58.2826,-133.6215,0,2.8,ml,,,,0.63,ak,ak021ar403go,2021-08-22T22:39:10.835Z,"46 km E of Juneau, Alaska",ice quake,,0.5,,,automatic,ak,ak
2021-08-22T06:41:39.787Z,55.052,-157.6689,22.97,3.2,ml,,204,1.13,0.46,us,us6000f9kz,2021-08-22T08:06:36.040Z,"133 km SE of Perryville, Alaska",earthquake,9.1,17.3,0.062,34,reviewed,us,us
2021-08-22T05:40:29.610Z,17.893,-66.9776,12,2.91,md,12,245,0.1014,0.1,pr,pr2021234004,2021-08-22T06:03:59.260Z,"11 km SW of Guánica, Puerto Rico",earthquake,0.83,0.55,0.15,4,reviewed,pr,pr
2021-08-22T04:54:38.450Z,17.968,-66.9546,5,2.85,md,17,184,0.0896,0.11,pr,pr2021234003,2021-08-22T05:19:30.816Z,"4 km WSW of Fuig, Puerto Rico",earthquake,0.31,0.21,0.41,9,reviewed,pr,pr
2021-08-22T04:16:40.220Z,38.5403333,-119.4608333,3.01,2.56,md,19,71,0.04012,0.11,nc,nc73613381,2021-08-25T00:53:00.040Z,"29km SSW of Smith Valley, NV",earthquake,0.25,0.5,0.213,50,reviewed,nc,nc
2021-08-22T03:52:22.600Z,31.67994109,-104.4132549,7.442675781,2.6,ml,20,53,0.07546529973,0.3,tx,tx2021qjzw,2021-08-25T21:33:55.619Z,"55 km S of Whites City, New Mexico",earthquake,1.128478475,1.37202524,0.1,9,reviewed,tx,tx
2021-08-22T03:50:51.330Z,38.5451667,-119.4573333,3.08,3.1,ml,24,73,0.04348,0.09,nc,nc73613366,2021-08-23T00:22:21.895Z,"28km SSW of Smith Valley, NV",earthquake,0.17,0.35,0.253,33,reviewed,nc,nc
2021-08-22T03:37:59.459Z,-57.4351,-24.7183,10,5.1,mb,,84,7.336,1.25,us,us6000f9it,2021-08-22T03:53:22.040Z,"South Sandwich Islands region",earthquake,10.9,1.9,0.079,55,reviewed,us,us
2021-08-22T03:20:28.623Z,3.8459,126.7997,65.25,4.3,mb,,133,3.105,1.08,us,us6000f9iv,2021-08-22T04:07:46.040Z,"227 km SE of Sarangani, Philippines",earthquake,8.9,9.3,0.129,19,reviewed,us,us
2021-08-22T03:09:08.730Z,18.4196,-63.996,62,3.75,md,15,346,1.2914,0.36,pr,pr2021234002,2021-08-22T04:24:29.569Z,"84 km E of Cruz Bay, U.S. Virgin Islands",earthquake,6.99,14.68,0.05,7,reviewed,pr,pr
2021-08-22T03:05:48.760Z,19.9106666666667,-155.581166666667,10,2.54,ml,27,182,,0.11,hv,hv72660002,2021-08-25T00:46:00.040Z,"15 km SE of Waimea, Hawaii",earthquake,0.55,0.36,0.196512736992004,11,reviewed,hv,hv
2021-08-22T02:24:34.634Z,37.5479,141.8542,54.24,5.3,mb,,63,3.084,1.08,us,us6000f9i3,2021-08-22T23:10:55.061Z,"75 km E of Namie, Japan",earthquake,7.4,6.4,0.022,675,reviewed,us,us
2021-08-22T02:16:20.040Z,19.3878,-67.1081,15,3.27,md,10,314,0.9203,0.3,pr,pr2021234001,2021-08-22T03:14:28.570Z,"98 km N of Isabela, Puerto Rico",earthquake,9.39,19.46,0,2,reviewed,pr,pr
2021-08-22T01:26:17.951Z,56.1189,-155.848,5.6,2.6,ml,,,,0.33,ak,ak021ar0i95v,2021-08-22T01:40:44.497Z,"138 km SW of Akhiok, Alaska",earthquake,,1.2,,,automatic,ak,ak
2021-08-22T00:45:08.217Z,-60.1218,-24.3444,11,6.8,mww,,46,8.804,0.9,us,us6000f9gd,2021-08-23T18:52:07.040Z,"South Sandwich Islands region",earthquake,8.8,1.7,0.042,54,reviewed,us,us
2021-08-22T00:34:26.283Z,31.65571217,-104.2787473,6.594311523,2.8,ml,37,58,0.1201545798,0.2,tx,tx2021qjtj,2021-08-23T14:35:14.087Z,"58 km S of Whites City, New Mexico",earthquake,0.7038340934,1.180187783,0.1,19,reviewed,tx,tx
2021-08-22T00:24:13.130Z,64.9308,-162.4172,0,2.9,ml,,,,0.84,ak,ak021aqzwdpy,2021-08-22T00:30:55.039Z,"35 km NNW of Elim, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-08-22T00:11:41.490Z,19.3908333333333,-155.2815,1.68,2.52,ml,25,46,,0.1,hv,hv72659762,2021-08-24T01:11:01.590Z,"7 km SW of Volcano, Hawaii",earthquake,0.17,0.14,0.121454232151768,14,reviewed,hv,hv
2021-08-21T23:30:42.828Z,19.2224,-155.4182,39.23,2.8,ml,,147,0.08,0.23,us,us6000f9fz,2021-08-21T23:51:52.040Z,"6 km ENE of P?hala, Hawaii",earthquake,3.5,1.5,0.057,40,reviewed,us,us
2021-08-21T23:12:28.030Z,17.8791,-66.9596,12,2.7,md,9,251,0.1238,0.2,pr,pr2021233008,2021-08-21T23:27:38.645Z,"11 km SSW of Guánica, Puerto Rico",earthquake,1.08,0.6,0.21,7,reviewed,pr,pr
2021-08-21T22:56:40.590Z,38.5301667,-119.53,2.06,3.17,ml,24,64,0.02408,0.09,nc,nc73613146,2021-08-26T09:59:14.440Z,"29km SE of Markleeville, CA",earthquake,0.21,0.3,0.269,33,reviewed,nc,nc
2021-08-21T22:33:57.219Z,2.5493,95.57,10,4.4,mb,,138,2.355,0.65,us,us6000f9fh,2021-08-21T22:46:04.040Z,"90 km W of Sinabang, Indonesia",earthquake,9.3,1.9,0.112,23,reviewed,us,us
2021-08-21T22:07:50.456Z,-18.1998,-70.2889,82.12,4.7,mb,,133,0.177,0.61,us,us6000f9ff,2021-08-22T00:08:38.941Z,"20 km S of Tacna, Peru",earthquake,4.2,4.5,0.084,43,reviewed,us,us
2021-08-21T21:55:39.563Z,36.0225,142.5698,10,5.2,mww,,118,3.561,1,us,us6000f9f6,2021-08-24T15:32:31.040Z,"160 km E of Hasaki, Japan",earthquake,7.5,1.8,0.086,13,reviewed,us,us
2021-08-21T21:20:55.756Z,31.67814536,-104.4067782,6.825683594,3,ml,40,54,0.08069574309,0.3,tx,tx2021qjmz,2021-08-23T14:13:44.558Z,"55 km S of Whites City, New Mexico",earthquake,1.379056132,1.522810074,0.1,19,reviewed,tx,tx
2021-08-21T20:22:01.140Z,38.5533333,-119.4293333,-1.53,3.07,ml,21,110,0.04945,0.09,nc,nc73613051,2021-08-22T18:50:19.307Z,"27km SSW of Smith Valley, NV",earthquake,0.17,0.41,0.282,20,reviewed,nc,nc
2021-08-21T20:12:31.040Z,38.5505,-119.4235,1.54,2.58,md,17,110,0.04755,0.09,nc,nc73613026,2021-08-23T22:41:19.721Z,"27km SSW of Smith Valley, NV",earthquake,0.22,0.9,0.15,46,reviewed,nc,nc
2021-08-21T19:54:46.550Z,36.772,-121.374,9.34,3.1,ml,73,60,0.05933,0.08,nc,nc73613006,2021-08-26T18:41:15.451Z,"5km S of Ridgemark, CA",earthquake,0.11,0.26,0.169,58,reviewed,nc,nc
2021-08-21T19:45:16.659Z,33.7467,141.5326,10,4.7,mb,,117,1.569,0.68,us,us6000f9e6,2021-08-21T20:52:02.040Z,"191 km SE of Katsuura, Japan",earthquake,3.8,1.9,0.051,120,reviewed,us,us
2021-08-21T19:11:04.087Z,57.7787,-157.331,12.1,2.5,ml,,,,0.63,ak,ak021apnlgqj,2021-08-23T21:14:28.070Z,"28 km NNE of Pilot Point, Alaska",earthquake,,0.1,,,automatic,ak,ak
2021-08-21T18:47:31.600Z,18.4005,-73.5444,11.65,4.4,mb,,71,1.881,0.92,us,us6000f9dq,2021-08-25T20:46:00.385Z,"13 km SE of Baradères, Haiti",earthquake,5.5,5.4,0.067,64,reviewed,us,us
2021-08-21T18:42:34.542Z,39.0794,22.1278,26.94,4.4,mb,,41,1.83,1.12,us,us6000f9dl,2021-08-21T20:42:03.040Z,"12 km W of Omvriakí, Greece",earthquake,4.5,5.8,0.085,46,reviewed,us,us
2021-08-21T18:04:43.289Z,51.0109,-172.468,10,2.9,ml,,229,1.622,0.83,us,us6000f9g2,2021-08-24T18:43:58.040Z,"178 km SE of Atka, Alaska",earthquake,6.6,2,0.105,14,reviewed,us,us
2021-08-21T16:49:01.021Z,44.6451,-126.7761,10,3.4,mb,,201,2.079,0.81,us,us6000f9cw,2021-08-21T17:47:22.040Z,"215 km W of Depoe Bay, Oregon",earthquake,9.1,2,0.491,1,reviewed,us,us
2021-08-21T15:53:05.208Z,-58.6114,-23.9192,24.73,4.9,mb,,100,10.728,0.75,us,us6000f9ci,2021-08-21T16:18:37.040Z,"South Sandwich Islands region",earthquake,10.6,4.9,0.15,14,reviewed,us,us
2021-08-21T15:37:21.510Z,1.1812,127.144,42.9,4.8,mb,,118,0.463,0.82,us,us6000f9cf,2021-08-21T16:36:16.040Z,"50 km NNW of Ternate, Indonesia",earthquake,7.1,7,0.096,34,reviewed,us,us
2021-08-21T15:34:20.034Z,-58.7333,-23.8441,24.73,4.6,mb,,100,8.288,1.04,us,us6000f9cl,2021-08-21T16:40:27.040Z,"South Sandwich Islands region",earthquake,9.9,5.8,0.114,23,reviewed,us,us
2021-08-21T15:18:53.810Z,18.8673,-65.268,23,3.34,md,18,284,0.56,0.39,pr,pr2021233006,2021-08-21T17:21:16.040Z,"62 km N of Culebra, Puerto Rico",earthquake,1.58,23.99,0.1,16,reviewed,pr,pr
2021-08-21T14:55:00.968Z,-58.4319,-23.4028,25.21,4.9,mb,,71,8.366,0.83,us,us6000f9c8,2021-08-21T16:42:53.040Z,"South Sandwich Islands region",earthquake,10.8,5.4,0.112,26,reviewed,us,us
2021-08-21T13:48:46.997Z,-59.6072,-23.9219,30.74,4.6,mb,,183,8.689,1,us,us6000f9bv,2021-08-21T17:26:02.040Z,"South Sandwich Islands region",earthquake,13,6.1,0.114,23,reviewed,us,us
2021-08-21T13:36:48.417Z,-19.8989,169.356,113.99,4.3,mb,,187,3.234,0.97,us,us6000f9bs,2021-08-21T17:30:14.040Z,"40 km S of Isangel, Vanuatu",earthquake,7.8,11.2,0.138,15,reviewed,us,us
2021-08-21T13:21:21.856Z,36.3427,27.0893,10,4.1,mb,,75,0.843,1.09,us,us6000f9br,2021-08-21T17:33:58.040Z,"30 km S of Mandráki, Greece",earthquake,3.6,1.8,0.175,9,reviewed,us,us
2021-08-21T13:19:16.144Z,58.3071,-133.6159,7.6,2.7,ml,,,,0.64,ak,ak021apk2lry,2021-08-21T17:37:17.040Z,"47 km E of Juneau, Alaska",ice quake,,0.4,,,automatic,ak,ak
2021-08-21T13:03:14.026Z,52.0541,-172.5978,25.95,3,ml,,200,0.94,0.36,us,us6000f9cy,2021-08-21T17:38:44.040Z,"110 km E of Atka, Alaska",earthquake,5,15.8,0.148,6,reviewed,us,us
2021-08-21T12:17:42.110Z,19.0211,-67.7316,25,3.18,md,13,242,0.6849,0.4,pr,pr2021233005,2021-08-21T12:41:31.810Z,"85 km NE of Punta Cana, Dominican Republic",earthquake,1.95,28.59,0.08,8,reviewed,pr,pr
2021-08-21T12:12:36.930Z,19.1911666666667,-155.4815,37.63,3.14,ml,56,78,,0.1,hv,hv72658732,2021-08-23T22:28:40.670Z,"1 km SSW of P?hala, Hawaii",earthquake,0.37,0.47,0.213220490849854,38,reviewed,hv,hv
2021-08-21T11:14:17.280Z,31.177,-116.4275,5.67,2.77,ml,4,276,0.5909,0.16,ci,ci40017096,2021-08-22T16:37:08.983Z,"61km SSE of Maneadero, B.C., MX",earthquake,2.91,9.55,0.131,48,reviewed,ci,ci
2021-08-21T11:04:03.737Z,-56.984,-25.0827,10,4.8,mb,,87,7,0.48,us,us6000f9bi,2021-08-21T12:59:33.040Z,"South Sandwich Islands region",earthquake,11,1.9,0.085,43,reviewed,us,us
2021-08-21T09:33:15.599Z,-58.8527,-23.9114,10,4.7,mb,,85,10.65,0.59,us,us6000f9a9,2021-08-21T09:51:54.040Z,"",earthquake,11.7,1.9,0.102,32,reviewed,us,us
2021-08-21T09:26:02.530Z,17.9305,-66.9201,11,2.75,md,13,220,0.1301,0.12,pr,pr2021233004,2021-08-21T10:12:03.239Z,"4 km SSW of Guánica, Puerto Rico",earthquake,0.57,0.45,0.08,8,reviewed,pr,pr
2021-08-21T08:44:29.550Z,55.8062,-156.2198,29.5,3.3,ml,,,,0.69,ak,ak021aph8tn5,2021-08-21T08:52:00.040Z,"146 km ESE of Chignik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2021-08-21T08:19:56.639Z,-33.9108,-70.3359,113.8,4.2,mb,,110,0.171,0.66,us,us6000f99q,2021-08-21T22:05:36.908Z,"39 km ESE of Paine, Chile",earthquake,7.1,5.1,0.176,10,reviewed,us,us
2021-08-21T08:16:09.180Z,18.0088,-66.8158,16,2.73,md,21,158,0.2123,0.14,pr,pr2021233003,2021-08-21T08:46:32.238Z,"1 km NNE of Indios, Puerto Rico",earthquake,0.29,0.51,0.07,10,reviewed,pr,pr
2021-08-21T07:18:33.655Z,-15.3836,-173.981,151.64,4.5,mb,,172,4.144,0.55,us,us6000f999,2021-08-21T07:35:50.040Z,"66 km NNW of Hihifo, Tonga",earthquake,11.9,8.3,0.131,17,reviewed,us,us
2021-08-21T07:11:30.700Z,19.0356,-67.7531,55,3.63,md,20,236,0.7064,0.32,pr,pr2021233001,2021-08-21T12:39:36.040Z,"Mona Passage",earthquake,1.96,4.74,0.07,10,reviewed,pr,pr
2021-08-21T06:31:19.550Z,19.0763,-67.7235,53,3.43,md,17,248,0.7337,0.46,pr,pr2021233002,2021-08-21T08:44:29.942Z,"90 km NE of Punta Cana, Dominican Republic",earthquake,3.11,8.17,0.06,8,reviewed,pr,pr
2021-08-21T06:23:01.230Z,19.2233333333333,-155.42,34.69,2.76,ml,54,134,,0.12,hv,hv72658247,2021-08-23T22:42:17.380Z,"6 km ENE of P?hala, Hawaii",earthquake,0.47,0.58,0.17734721257235,38,reviewed,hv,hv
2021-08-21T06:14:48.240Z,19.0506,-67.71,64,3.43,md,16,236,0.705,0.22,pr,pr2021233000,2021-08-21T07:18:23.725Z,"89 km NW of San Antonio, Puerto Rico",earthquake,1.71,4.08,0.1,10,reviewed,pr,pr
2021-08-21T05:34:55.788Z,44.7317,144.7381,26.19,4.3,mb,,144,1.654,0.57,us,us6000f98m,2021-08-21T05:57:38.040Z,"87 km NNE of Abashiri, Japan",earthquake,8.9,7.1,0.161,11,reviewed,us,us
2021-08-21T04:39:52.230Z,19.2171666666667,-155.414833333333,35.25,3.27,ml,54,142,,0.12,hv,hv72658047,2021-08-23T22:09:05.481Z,"6 km ENE of P?hala, Hawaii",earthquake,0.43,0.55,0.229125231119213,39,reviewed,hv,hv
2021-08-21T03:53:57.615Z,55.1588,-157.2384,3.1,3.7,ml,,,,0.64,ak,ak021apebqkj,2021-08-21T16:50:47.945Z,"146 km SSE of Chignik, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2021-08-21T03:44:56.202Z,61.5683,-141.3006,0,2.5,ml,,,,0.65,ak,ak021ape9prb,2021-08-21T03:54:57.040Z,"87 km E of McCarthy, Alaska",earthquake,,0.4,,,automatic,ak,ak
2021-08-21T03:26:08.799Z,44.3163,148.0082,107.08,4.2,mb,,137,3.898,0.53,us,us6000f982,2021-08-21T03:47:27.040Z,"101 km S of Kuril’sk, Russia",earthquake,10.9,5.7,0.159,11,reviewed,us,us
2021-08-21T03:17:55.281Z,16.1506,-98.5895,10,4.1,mb,,301,1.404,1.23,us,us6000f986,2021-08-21T04:07:33.040Z,"25 km SW of Santiago Tepextla, Mexico",earthquake,11.2,2,0.07,56,reviewed,us,us
2021-08-21T03:12:51.116Z,-6.9103,129.5503,155.57,4.5,mb,,87,2.035,0.58,us,us6000f97t,2021-08-21T03:31:11.040Z,"Banda Sea",earthquake,8.7,8.9,0.106,27,reviewed,us,us
2021-08-21T02:50:56.298Z,-57.7724,-24.6948,10,4.7,mb,,84,16.607,1.07,us,us6000f97q,2021-08-21T03:23:06.040Z,"South Sandwich Islands region",earthquake,11.5,1.9,0.104,30,reviewed,us,us
2021-08-21T02:20:11.714Z,27.1899,105.4357,10,4.9,mb,,99,6.002,0.92,us,us6000f97j,2021-08-21T04:59:36.124Z,"19 km SE of Bijie, China",earthquake,4.2,1.9,0.064,78,reviewed,us,us
2021-08-21T02:03:05.399Z,37.9715,72.5507,130.19,4.3,mb,,127,1.782,0.74,us,us6000f97f,2021-08-21T02:23:56.040Z,"102 km ENE of Khorugh, Tajikistan",earthquake,7.5,9.9,0.189,10,reviewed,us,us
2021-08-21T01:27:32.200Z,58.3634,-133.4937,5,3,ml,,178,0.547,0.49,us,us6000f97b,2021-08-21T01:52:03.040Z,"54 km E of Juneau, Alaska",earthquake,2.7,2,0.077,22,reviewed,us,us
2021-08-21T00:40:43.084Z,35.809,124.6295,10,4.6,mb,,60,2.285,0.63,us,us6000f97a,2021-08-23T00:17:49.508Z,"173 km NW of Sinan, South Korea",earthquake,7.1,1.9,0.065,71,reviewed,us,us
2021-08-20T23:57:59.890Z,19.3231666666667,-155.113666666667,10.89,2.91,md,29,148,,0.11,hv,hv72657602,2021-08-21T00:23:34.560Z,"15 km S of Fern Forest, Hawaii",earthquake,0.36,0.23,0.200559528330945,13,reviewed,hv,hv
2021-08-20T23:55:05.938Z,3.8356,126.6372,48.19,4.4,mb,,113,3.129,0.63,us,us6000f96l,2021-08-21T02:33:50.040Z,"216 km SE of Sarangani, Philippines",earthquake,8.1,7.4,0.102,28,reviewed,us,us
2021-08-20T23:48:32.932Z,55.122,-157.1777,19.9,3.4,ml,,,,0.37,ak,ak021ao2numy,2021-08-21T00:30:49.538Z,"151 km SSE of Chignik, Alaska",earthquake,,3,,,reviewed,ak,ak
2021-08-20T23:33:56.600Z,35.108,-95.37533333,6.72,2.62,ml,50,72,0.1214761622,0.22,ok,ok2021qhvw,2021-08-23T13:14:41.061Z,"1 km SSW of Quinton, Oklahoma",earthquake,,0.5,0.22,12,reviewed,ok,ok
2021-08-20T22:25:55.595Z,-57.9934,-25.4308,35,5,mb,,69,7.208,0.6,us,us6000f95e,2021-08-20T22:45:20.040Z,"South Sandwich Islands region",earthquake,9.5,1.9,0.08,50,reviewed,us,us
2021-08-20T22:25:26.995Z,-20.5775,169.9759,112.03,4.5,mb,,147,3.105,0.8,us,us6000f95q,2021-08-20T23:34:35.040Z,"135 km SSE of Isangel, Vanuatu",earthquake,5.3,8,0.127,18,reviewed,us,us
2021-08-20T21:25:49.960Z,58.5461,-138.6735,0,2.5,ml,,,,1.05,ak,ak021ao1c30f,2021-08-20T21:56:53.040Z,"126 km SSE of Yakutat, Alaska",earthquake,,0.8,,,automatic,ak,ak
2021-08-20T20:50:29.613Z,58.3628,-133.4851,4.51,2.8,ml,,177,0.552,0.65,us,us6000f94i,2021-08-21T20:14:26.040Z,"55 km E of Juneau, Alaska",earthquake,2.6,7.7,0.071,26,reviewed,us,us
2021-08-20T20:44:19.141Z,-7.9838,-74.4216,165.17,4.3,mb,,106,1.719,1.13,us,us6000f94g,2021-08-20T23:05:30.040Z,"46 km NNE of Pucallpa, Peru",earthquake,5.4,9.9,0.168,12,reviewed,us,us
2021-08-20T20:35:49.873Z,31.67977675,-104.4032937,7.211303711,2.5,ml,26,53,0.08384791782,0.3,tx,tx2021qhqa,2021-08-21T20:07:56.040Z,"55 km S of Whites City, New Mexico",earthquake,0.8221801233,1.079091593,0.1,12,reviewed,tx,tx
2021-08-20T20:16:24.700Z,19.2385,-155.391833333333,32.15,3.28,ml,51,140,,0.13,hv,hv72657267,2021-08-21T20:17:48.914Z,"9 km ENE of P?hala, Hawaii",earthquake,0.44,0.53,0.196902590125807,36,reviewed,hv,hv
2021-08-20T20:16:19.080Z,19.2385005950928,-155.39533996582,37.560001373291,2.93,ml,45,139,,0.270000011,hv,hv72657262,2021-08-22T16:41:00.492Z,"9 km ENE of P?hala, Hawaii",earthquake,0.78,1.08000004,3.63,37,automatic,hv,hv
2021-08-20T20:12:26.550Z,61.3322,-151.5016,75.2,2.8,ml,,,,0.67,ak,ak021ao0ntb5,2021-08-21T19:36:20.040Z,"30 km NW of Beluga, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-08-20T19:36:27.042Z,-57.8805,-25.55,42.49,4.6,mb,,90,7.101,0.51,us,us6000f9d4,2021-08-21T17:38:59.040Z,"South Sandwich Islands region",earthquake,9.3,5.7,0.119,25,reviewed,us,us
2021-08-20T19:31:37.680Z,19.1473,-67.679,23,3.17,md,6,329,0.8857,0.15,pr,pr2021232013,2021-08-20T20:25:09.980Z,"94 km NW of San Antonio, Puerto Rico",earthquake,1.42,14.34,0.06,4,reviewed,pr,pr
2021-08-20T19:25:05.996Z,-11.975,166.5693,142.71,4.8,mb,,68,3.506,0.68,us,us6000f93j,2021-08-20T19:41:29.040Z,"161 km SSE of Lata, Solomon Islands",earthquake,8.3,5.3,0.068,66,reviewed,us,us
2021-08-20T18:59:15.182Z,-57.1808,-25.0748,35.46,5,mb,,82,7.067,0.5,us,us6000f923,2021-08-21T17:49:13.040Z,"South Sandwich Islands region",earthquake,10.9,6.2,0.086,46,reviewed,us,us
2021-08-20T18:58:17.934Z,44.7126,144.6214,53.15,4.3,mb,,132,1.57,0.98,us,us6000f929,2021-08-21T17:39:45.040Z,"81 km NNE of Abashiri, Japan",earthquake,7.7,7.2,0.099,32,reviewed,us,us
2021-08-20T18:45:53.130Z,40.4331667,-124.9178333,14.91,2.87,md,37,254,0.4449,0.21,nc,nc73612616,2021-08-25T23:11:15.441Z,"55km WNW of Petrolia, CA",earthquake,1.04,1.69,0.083,36,reviewed,nc,nc
2021-08-20T18:01:33.350Z,40.3195,-124.3501667,28,3.08,ml,23,227,0.05042,0.14,nc,nc73612571,2021-08-25T18:38:11.868Z,"6km W of Petrolia, CA",earthquake,1.09,0.75,0.181,15,reviewed,nc,nc
2021-08-20T17:15:02.186Z,63.4054,-145.1957,1.9,2.5,ml,,,,0.89,ak,ak021anyw3p7,2021-08-20T22:27:40.040Z,"38 km SW of Dry Creek, Alaska",earthquake,,0.5,,,automatic,ak,ak
2021-08-20T17:00:28.400Z,44.7905,-110.9323333,9.42,3.05,ml,26,74,0.05831,0.2,uu,uu60454112,2021-08-20T19:57:53.040Z,"19 km NE of West Yellowstone, Montana",earthquake,0.39,0.65,0.254,9,reviewed,uu,uu
2021-08-20T16:53:39.423Z,-20.9163,-178.8789,632.57,4.3,mb,,144,4.283,0.86,us,us6000f8vk,2021-08-20T18:47:09.040Z,"Fiji region",earthquake,9.2,9.1,0.101,28,reviewed,us,us
2021-08-20T16:45:03.715Z,-9.2484,124.1658,97.01,4.8,mww,,59,0.513,1.31,us,us6000f8vf,2021-08-20T16:57:31.040Z,"24 km WSW of Pante Makasar, Timor Leste",earthquake,7.4,8.3,0.098,10,reviewed,us,us
2021-08-20T16:12:33.049Z,69.6112,-144.2831,0,2.7,ml,,,,0.81,ak,ak021anya3eg,2021-08-20T18:37:34.040Z,"northern Alaska",earthquake,,1.5,,,automatic,ak,ak
2021-08-20T15:56:51.612Z,-58.6099,-23.0739,12.73,5.2,mww,,66,8.597,1.31,us,us6000f8tu,2021-08-20T16:15:15.040Z,"South Sandwich Islands region",earthquake,10.2,5,0.098,10,reviewed,us,us
2021-08-20T15:37:19.780Z,20.5805,145.3323,96.55,4.8,mb,,98,7.096,0.8,us,us6000f8tp,2021-08-20T15:58:04.040Z,"Maug Islands region, Northern Mariana Islands",earthquake,11.3,7.2,0.034,274,reviewed,us,us
